#ID,Tweet,RetweetCount,CreatedDate,Query,HourOfDay,Sentiment,Date
8967,Bought these beautiful coupe #cocktail glasses from @johnlewisretail. Very Gatsby http://t.co/LWsDm9UITI,0,11/23/2014 0:00,cocktail glasses,11,Positive,11/23/2015 0:00
8968,RT @EstateFinds4u2: Vintage Quartex Glass Star Dust Cordials Wine Cocktail Atomic Glasses https://t.co/CFGeHwtjSt http://t.co/rkX5qQj6AE,5,11/23/2014 0:00,cocktail glasses,11,Positive,11/23/2015 0:00
8969,RT @EstateFinds4u2: Vintage Quartex Glass Star Dust Cordials Wine Cocktail Atomic Glasses https://t.co/CFGeHwtjSt http://t.co/rkX5qQj6AE,5,11/23/2014 0:00,cocktail glasses,11,Positive,11/23/2015 0:00
8970,RT @EstateFinds4u2: Vintage Quartex Glass Star Dust Cordials Wine Cocktail Atomic Glasses https://t.co/CFGeHwtjSt http://t.co/rkX5qQj6AE,5,11/23/2014 0:00,cocktail glasses,11,Positive,11/23/2015 0:00
8971,Vintage Quartex Glass Star Dust Cordials Wine Cocktail Atomic Glasses https://t.co/CFGeHwtjSt http://t.co/rkX5qQj6AE,5,11/23/2014 0:00,cocktail glasses,10,Positive,11/23/2015 0:00
8972,Glass Escort Cards (chalkboard paint glasses: a cocktail glass that double as an http://t.co/1xiFWjduCZ,0,11/23/2014 0:00,cocktail glasses,10,Neutral,11/23/2015 0:00
8973,Fresh pineapples as cocktail glasses! http://t.co/TnjisfYcSU,0,11/23/2014 0:00,cocktail glasses,10,Positive,11/23/2015 0:00
8974,2 Rocks Glasses Ashby Comic Golf Cocktail by BonniesVintageAttic http://t.co/vDmFQoaeZi via @Etsy,0,11/23/2014 0:00,cocktail glasses,7,Neutral,11/23/2015 0:00
8975,O'Reilly's Shot/Cocktail Glasses Set of 2 - Cheers!: http://t.co/yzzPYMOkfD via @eBay,0,11/23/2014 0:00,cocktail glasses,7,Neutral,11/23/2015 0:00
8976,2 Etched CV Courvoisier Tulip Blue Stem Martini Cocktail Glasses 4 oz http://t.co/jrl80L9pFg http://t.co/2uDyw4q3k4,0,11/23/2014 0:00,cocktail glasses,3,Neutral,11/23/2015 0:00
8977,The christmas market in town is the cutest thing! Cocktail fudge in wine glasses! I got a jäger bomb fudge for my mum??,0,11/23/2014 0:00,cocktail glasses,3,Negative,11/23/2015 0:00
8978,http://t.co/yzcDF3vehd #Vtg 1930's BLUE Holland Windmill COCKTAIL SHAKER Pitcher &amp; 2 Glasses Hazel Atlas http://t.co/38vBOekHPY,0,11/22/2014 0:00,cocktail glasses,23,Neutral,11/22/2015 0:00
8979,ok but imagine a messily drunk luke in a bright red cocktail dress tossing back glasses of red wine,0,11/22/2014 0:00,cocktail glasses,23,Positive,11/22/2015 0:00
8980,Hand Painted Cocktail Glasses With Blue and by ipaintitpretty http://t.co/MFG8eUQOc0 via @Etsy #handpaintedmartiniglasses #christmasgifts,0,11/22/2014 0:00,cocktail glasses,17,Neutral,11/22/2015 0:00
8981,True or False: At a party refrain from bringing glasses from cocktail party to the dinner:,0,11/22/2014 0:00,cocktail glasses,17,Neutral,11/22/2015 0:00
8982,Stadium sized hangover - now where can I get Olympic torch shaped cocktail glasses?,0,11/22/2014 0:00,cocktail glasses,17,Neutral,11/22/2015 0:00
8983,Love getting non alcoholic beverages in cocktail glasses #fancy http://t.co/XhgNHJRbEk,0,11/22/2014 0:00,cocktail glasses,15,Positive,11/22/2015 0:00
8984,"@EmmaJaeBlue @AudryT for example, I can have 1 or 2 glasses of wine&amp;still have all my faculties. But not with beer or a cocktail.",0,11/22/2014 0:00,cocktail glasses,14,Neutral,11/22/2015 0:00
8985,Celebrating tonight? Tell us your favorite #AVIVvodka #cocktail for a chance to win a set of #shot glasses! #contest http://t.co/sLJZdP7RiP,0,11/22/2014 0:00,cocktail glasses,14,Positive,11/22/2015 0:00
8986,Set of 6 Vintage Wood Cocktail Glasses in Black and Gold http://t.co/fXrZDn1Hbs,0,11/22/2014 0:00,cocktail glasses,13,Positive,11/22/2015 0:00
8987,"@Paul_inYork cocktail shaker, glasses and the alcohol. Got ice making fridge, got espresso maker",0,11/22/2014 0:00,cocktail glasses,13,Neutral,11/22/2015 0:00
8988,@LaurenRCrace I know! Prawn cocktail in champagne glasses - on location! What next? Regular tea breaks? The sky's the limit!,0,11/22/2014 0:00,cocktail glasses,13,Negative,11/22/2015 0:00
8989,@lasiguanas this meant members of my party couldn't have the cocktail they wanted as correct size glasses weren't unavailable. Disappointed,0,11/22/2014 0:00,cocktail glasses,13,Negative,11/22/2015 0:00
8990,“@AnthropologieEU: What better way to serve your festive tipples ... ? &gt; http://t.co/PNc3taaozQ http://t.co/fsbRY1fHf7” Love.,0,11/22/2014 0:00,cocktail glasses,11,Positive,11/22/2015 0:00
8991,Woo all cocktail glasses and accessories ordered for my 21st :D,1,11/22/2014 0:00,cocktail glasses,11,Positive,11/22/2015 0:00
8992,What better way to serve you festive tipples than with our pop dot decanter? &gt; http://t.co/YU4ITbKQ27 http://t.co/E6CElhBToZ,1,11/22/2014 0:00,cocktail glasses,11,Positive,11/22/2015 0:00
8993,Toast to Saturday with our aperitif appropriate cocktail serveware &gt; http://t.co/VQqjmwDOE1 http://t.co/CPFnzMGHzk,0,11/22/2014 0:00,cocktail glasses,10,Positive,11/22/2015 0:00
8994,Wonderful #Vintage #1950's Rooster Cocktail shaker and glasses set http://t.co/VKmqFJxYbt via @Etsy,0,11/22/2014 0:00,cocktail glasses,9,Positive,11/22/2015 0:00
8995,"Top 20 Best Selling Beer Glasses Bar, Cocktail &amp; Wine Glasses 2013-2014 http://t.co/WKzwmqPpnP",0,11/22/2014 0:00,cocktail glasses,9,Positive,11/22/2015 0:00
8996,@Hannah_Scragg @tomodisco no cocktail glasses :( matthew we need umbrellas too haha,0,11/22/2014 0:00,cocktail glasses,8,Negative,11/22/2015 0:00
8997,"@kellylewis2009 @tomodisco hahaa u got cocktail glasses kel? If not, I totes have those too ??",0,11/22/2014 0:00,cocktail glasses,8,Negative,11/22/2015 0:00
8998,Holiday Cocktail Glasses / Christmas Cocktail by mamiezvintage http://t.co/2SVqFfkhQ4 via @Etsy,0,11/22/2014 0:00,cocktail glasses,5,Neutral,11/22/2015 0:00
8999,I need to buy martini glasses. #Drinks #Cocktail #pumpkinpieMartini,0,11/21/2014 0:00,cocktail glasses,23,Negative,11/21/2015 0:00
9000,http://t.co/OOpFBMwk2T Vintage Culver 22k Jester Harlequin 7 oz. Cocktail Glasses Mardi Gras http://t.co/pJLveTuGua,0,11/21/2014 0:00,cocktail glasses,20,Positive,11/21/2015 0:00
16901,"Check out Brand New Sterling Silver, 3D Double Cocktail Glasses, Charm / Pendant #Rembrandt http://t.co/Mg3KV2CZZ9 via @eBay",0,11/25/2014 0:00,cocktail glasses,16,Positive,11/25/2015 0:00
17798,Check out Set Of 7 Mid Century Musical Instrument Cocktail Glasses/Atomic Barware/Libby http://t.co/ZuZYxmnE4U via @eBay,0,11/21/2014 0:00,cocktail glasses,20,Neutral,11/21/2015 0:00
17799,Win a stylish pewter Cocktail Shaker and pair of pewter &amp; crystal Martini Glasses worth over £250 via @italianpewter http://t.co/m1RXyktsaw,0,11/21/2014 0:00,cocktail glasses,15,Positive,11/21/2015 0:00
17801,"RT @GHmagazine: Follow &amp; RT to win a #PalmoliveNaturals hamper with beauty products, candles etc worth £80: http://t.co/VZOjt0vaPJ http://t…",1168,11/26/2014 0:00,candles,15,Positive,11/26/2015 0:00
17802,"RT @GHmagazine: Follow &amp; RT to win a #PalmoliveNaturals hamper with beauty, candles etc (£80) http://t.co/ki8iHZE4mG http://t.co/vnmDx3dsc5",0,11/26/2014 0:00,candles,15,Neutral,11/26/2015 0:00
17803,"If your about go and see my friend in Nantwich, her candles are amazing xx http://t.co/PdHg8MTGIJ",0,11/26/2014 0:00,candles,15,Positive,11/26/2015 0:00
17804,Happy Thanksgiving Eve Everyone !! http://t.co/DUnMqXQvlC,0,11/26/2014 0:00,candles,15,Positive,11/26/2015 0:00
17805,Bruh this girl came into my work had so much cake G put this on gawd I was lookin for the candles on that ass to blow out and make a wish,0,11/26/2014 0:00,candles,15,Neutral,11/26/2015 0:00
17806,My room smells of birthday candles ??????,0,11/26/2014 0:00,candles,15,Neutral,11/26/2015 0:00
17807,RT @lilouetloic: #WIN one of our Signature Candles worth £35. Perfect gift or treat to yourself!Retweet &amp; Follow for your chance. http://t…,528,11/26/2014 0:00,candles,15,Positive,11/26/2015 0:00
17808,WE HAVE ONLY 3 CANDLES THIS IS NOT A DRILL,0,11/26/2014 0:00,candles,15,Neutral,11/26/2015 0:00
17809,"RT @GHmagazine: Follow &amp; RT to win a #PalmoliveNaturals hamper with beauty products, candles etc worth £80: http://t.co/VZOjt0vaPJ http://t…",1168,11/26/2014 0:00,candles,15,Positive,11/26/2015 0:00
17810,RT @lukegergii: @saralwilliamson my whole house smells like Yankee candles ??,1,11/26/2014 0:00,candles,15,Positive,11/26/2015 0:00
17811,"@followffoz Beware ""Jewish"" prayers that are ""mitzvot anashim"" and not biblical. Abba didn't command the lighting of candles for Shabbat.",0,11/26/2014 0:00,candles,15,Negative,11/26/2015 0:00
17812,RT @kpopers_family: chanyeol blowing out his birthday candles last year on exo showtime. Ah im already missing the OT12#HappyChanyeolDay ht…,39,11/26/2014 0:00,candles,15,Neutral,11/26/2015 0:00
17813,"She pressed too ""this why I always keep candles"" ?? girl shut up",0,11/26/2014 0:00,candles,15,Negative,11/26/2015 0:00
17814,Free shipping and a chance to win a gorgeous diamond ring when you shop small business. Jewelry candles and more! http://t.co/fP1b2yIbh4,0,11/26/2014 0:00,candles,15,Positive,11/26/2015 0:00
17815,???? ?????? ?????? ????? ???????? ??????? ?? ???? ?????: ????: http://t.co/NQce30jWyO (http://www.... http://t.co/OJZ2grHrdy,0,11/26/2014 0:00,candles,15,Neutral,11/26/2015 0:00
17816,@saralwilliamson my whole house smells like Yankee candles ??,1,11/26/2014 0:00,candles,15,Positive,11/26/2015 0:00
17817,My mother think she doing something with these baby ass candles,0,11/26/2014 0:00,candles,15,Neutral,11/26/2015 0:00
17818,Jose is def cooking dinner for my mom &amp; brought wine and candles &amp; then told me I was their waitress. Ok no.,0,11/26/2014 0:00,candles,15,Neutral,11/26/2015 0:00
17819,Now I want to go back to year 3 when we went on a trip and made candles,0,11/26/2014 0:00,candles,15,Positive,11/26/2015 0:00
17820,That time of night when you want to sleep but the mind is in overdrive. Time for candles &amp; radio 4. #stressed #notEnoughHoursInTheDay,0,11/26/2014 0:00,candles,15,Neutral,11/26/2015 0:00
17821,actually going to choke my sister if she does not stop taking my good candles when I'm at school. ??,0,11/26/2014 0:00,candles,15,Neutral,11/26/2015 0:00
17822,@BrantleyXOXO He's gone nose deaf man! I'm constantly opening windows burning candles etc. And it's cold out :(,0,11/26/2014 0:00,candles,15,Negative,11/26/2015 0:00
17823,RT @TheSimsLogic: Accidentally blowing out the candles on your child's birthday cake and immediately ageing forty years.,105,11/26/2014 0:00,candles,15,Neutral,11/26/2015 0:00
17824,I love how my room glows when i have tons of candles lit ??,0,11/26/2014 0:00,candles,15,Positive,11/26/2015 0:00
17825,"""Thousands of candles can be lighted from a single candle, and the life of the candle will not be shortened.... http://t.co/LwFaac2X3y",0,11/26/2014 0:00,candles,15,Positive,11/26/2015 0:00
17826,Enter to Win a Pumpkin Spice Jar Candle from @OneFurAllPets on @TwoClassyChics Blog Ends 12/01 #Giveaways #ad http://t.co/faomfL3x4R,0,11/26/2014 0:00,candles,15,Negative,11/26/2015 0:00
17827,Miguel x Candles under the sun,0,11/26/2014 0:00,candles,15,Neutral,11/26/2015 0:00
17828,"Pretty little houses, use battery candles for safe being.(3) Pin by Sue Greenhoe on lanterns | Pinterest http://t.co/A48M8UvrGq",0,11/26/2014 0:00,candles,15,Positive,11/26/2015 0:00
17829,RT @pcyhanbin: chanyeol blowing out his birthday candles last year on exo showtime. #HappyChanyeolDay http://t.co/Ec6gg6T9P9,47,11/26/2014 0:00,candles,15,Neutral,11/26/2015 0:00
17830,Tequila-make a baby Champagne -lights candles x make a baby Hennessy - not pullin out #TOSC,0,11/26/2014 0:00,candles,15,Neutral,11/26/2015 0:00
17831,"RT @InspiringThinkn: If you have knowledge, let others light their candles with it. ~ Winston Churchill",21,11/26/2014 0:00,candles,15,Positive,11/26/2015 0:00
17832,RT @LovaticEmpire: she's like wtf wilmer why can't we buy the pumpkin spice candles idc if you're latin I'm a common white girl http://t.co…,128,11/26/2014 0:00,candles,15,Positive,11/26/2015 0:00
17834,"I completed the quest ""Candles Will Set the Mood""! Come visit me! http://t.co/0g79FQ38cU #ipad #ipadgames #gameinsight",0,11/26/2014 0:00,candles,15,Positive,11/26/2015 0:00
17835,"RT @Chantel__Martin: Follow &amp; RT @Chantel__Martin For a Chance to win £50 worth of our Handcrafted Scented Candles, Free delivery UK Only.…",526,11/26/2014 0:00,candles,15,Positive,11/26/2015 0:00
17836,RT @wet_Louise: “@AlanIreland1972: @wet_Louise Last one babe xxoo http://t.co/p2C8bUfg7N” mmm dinner for two!!...just need wine n candle…,5,11/26/2014 0:00,candles,15,Neutral,11/26/2015 0:00
17837,RT @SSchipfer: i'm obsessed with candles,2,11/26/2014 0:00,candles,15,Neutral,11/26/2015 0:00
17838,"love blowing out my candles before I go to sleep, bedroom smells amazing??",0,11/26/2014 0:00,candles,15,Positive,11/26/2015 0:00
17839,"RT @LorenAnnita1: Gain your Brand &amp; popularity on Twitter | get easy 10,000 Twitter followers for $35 at http://t.co/rG8MjOJYvq http://t.c…",3142,11/26/2014 0:00,candles,15,Positive,11/26/2015 0:00
17840,Very excited by our recent delivery of jewelry &amp; candles by @catbirdnyc ??/?? @ West End Select Shop http://t.co/Or4bo6Mgxx,0,11/26/2014 0:00,candles,15,Positive,11/26/2015 0:00
17841,@payday1234 um um um the christmas scents and their candles ???? wbu,0,11/26/2014 0:00,candles,15,Neutral,11/26/2015 0:00
17842,“@bcleve0529: Wine and lit candles http://t.co/PVKEcHoWv5” ????,0,11/26/2014 0:00,candles,15,Neutral,11/26/2015 0:00
17843,"All I want right now is a hot bubble bath, with vanilla scented candles and hot cup of tea.",0,11/26/2014 0:00,candles,15,Positive,11/26/2015 0:00
17844,"RT @TheSimsLogic: Has birthday party, Wrong sim blows out birthday candles and ages thirty years.",289,11/26/2014 0:00,candles,15,Neutral,11/26/2015 0:00
17845,I look forward to the day when technology is so advanced I can test smell Yankee candles through the web instead of taking a risk.,0,11/26/2014 0:00,candles,15,Neutral,11/26/2015 0:00
17846,Candles using toilet paper rolls as moulds. The toilet paper roll would make a great fire starter wh http://t.co/BUorfJIHwB,0,11/26/2014 0:00,candles,15,Positive,11/26/2015 0:00
17847,"@grrl54 I've got candles, wood in the fire, and plenty of wine. .. I will survive! Thanks : ) #newenglandwinterliving",0,11/26/2014 0:00,candles,15,Positive,11/26/2015 0:00
17848,THE POWER CAME BACK ON HALLELUJAH sitting surrounded by candles was not fun,0,11/26/2014 0:00,candles,15,Neutral,11/26/2015 0:00
17849,RT @TheSimsLogic: Accidentally blowing out the candles on your child's birthday cake and immediately ageing forty years.,105,11/26/2014 0:00,candles,15,Neutral,11/26/2015 0:00
17850,RT @TheSimsLogic: Accidentally blowing out the candles on your child's birthday cake and immediately ageing forty years.,105,11/26/2014 0:00,candles,15,Neutral,11/26/2015 0:00
17851,RT @Jannagae: Many without one ~ so blessed to have a nice house ~ lighting sweet candles #haiku,3,11/26/2014 0:00,candles,15,Positive,11/26/2015 0:00
17852,I liked a @YouTube video from @pinksofoxy http://t.co/CIr0D0G9jT DIY Sweater Candles,0,11/26/2014 0:00,candles,15,Neutral,11/26/2015 0:00
17853,RT @kpopers_family: chanyeol blowing out his birthday candles last year on exo showtime. Ah im already missing the OT12#HappyChanyeolDay ht…,39,11/26/2014 0:00,candles,15,Neutral,11/26/2015 0:00
17854,"RT @03bluejeep: Candles, cuddles, and cookies. The 3 ""C's"" to my heart.",4,11/26/2014 0:00,candles,15,Positive,11/26/2015 0:00
17855,“I have a good notion not to buy any presents...Maybe I’ll just wrap up a few old rocks.” #christmas #stories http://t.co/w8bWECgtdA …,0,11/26/2014 0:00,candles,15,Positive,11/26/2015 0:00
17856,"Day 26: tomorrow I will be in a house filled with nice scented candles, food &amp; the people who mean the most to me ?? #30DaysOfThankfulness",0,11/26/2014 0:00,candles,15,Positive,11/26/2015 0:00
17857,I love candles ??.,0,11/26/2014 0:00,candles,15,Positive,11/26/2015 0:00
17858,RT @lilouetloic: #WIN one of our Signature Candles worth £35. Perfect gift or treat to yourself!Retweet &amp; Follow for your chance. http://t…,528,11/26/2014 0:00,candles,15,Positive,11/26/2015 0:00
17859,I love Christmas ?????? #christmasspirit #tistheseason #candles #tree #decorations #glassofwine http://t.co/evZO5ICbvY,0,11/26/2014 0:00,candles,15,Positive,11/26/2015 0:00
17860,Enter to win a set of scented candles via the @RebeccaBBird #HPBSYS #giveaway - http://t.co/knc6H6A9XW,0,11/26/2014 0:00,candles,15,Neutral,11/26/2015 0:00
17861,i'm seriously sitting in the dark with candles listening to fools gold I HATE MY LIFE,0,11/26/2014 0:00,candles,15,Negative,11/26/2015 0:00
17862,"I burn candles faster than I get them as gifts, and I get them for almost every holiday ??",0,11/26/2014 0:00,candles,15,Negative,11/26/2015 0:00
17863,Wine and lit candles http://t.co/ijelmMVehL,0,11/26/2014 0:00,candles,15,Neutral,11/26/2015 0:00
17864,#mittens loves to watch the #flames #candles #cat #cats #catslife #cattitude #catstagram… http://t.co/3vjBQ9clKw,0,11/26/2014 0:00,candles,15,Neutral,11/26/2015 0:00
17865,"RT @GHmagazine: Follow &amp; RT to win a #PalmoliveNaturals hamper with beauty, candles etc (£80) http://t.co/PhIoleX7o1 http://t.co/NR8h9aeIq8",0,11/26/2014 0:00,candles,15,Neutral,11/26/2015 0:00
17866,My latest #crafty #creation! #Christmas #Candles #Homemade http://t.co/nY1b07sYCl,0,11/26/2014 0:00,candles,15,Negative,11/26/2015 0:00
17867,Mom said I can't sing while I light the candles #partypooper,0,11/26/2014 0:00,candles,15,Positive,11/26/2015 0:00
17868,RT @kpopers_family: chanyeol blowing out his birthday candles last year on exo showtime. Ah im already missing the OT12#HappyChanyeolDay ht…,39,11/26/2014 0:00,candles,15,Neutral,11/26/2015 0:00
17869,RT @TheSimsLogic: Accidentally blowing out the candles on your child's birthday cake and immediately ageing forty years.,105,11/26/2014 0:00,candles,15,Neutral,11/26/2015 0:00
17870,"RT @GHmagazine: Follow &amp; RT to win a #PalmoliveNaturals hamper with beauty products, candles etc worth £80: http://t.co/VZOjt0vaPJ http://t…",1168,11/26/2014 0:00,candles,15,Positive,11/26/2015 0:00
17871,"Pretty little houses, use battery candles for safe being.(3) Pin by Sue Greenhoe on lanterns | Pinterest http://t.co/ROyZIgpLT9",0,11/26/2014 0:00,candles,15,Positive,11/26/2015 0:00
17872,"Patterned Balloons Birthday Toothpick Candles, add cute balloon candles to any birthday cake. 500 Cedar Lane, Teaneck http://t.co/t54RM6HffV",0,11/26/2014 0:00,candles,15,Positive,11/26/2015 0:00
